pdb_id	Hchain	Lchain	antigen_chain
6xp6	H	G	A | C | B
7p78	H		E
7chh	J	K	C
5m2m	J		I
6pz8	C	G	J
2x89	A		D
4yaq	A	B	B
7we9	H	J	A
7rew	A	B	G
6r0x	C	D	F
1zea	H	L	A
4nc1	D		B
6hjy	J		E
3dvn	B	A	Y | X
7m1h	D		A
6z2m	B	C	A
4kro	B		A
6oao	L	l	K
5ibl	C	D	F
7wue	C	D	A
4orz	C		B
7cyv	H	h	B
5a2i	H	h	P
7s6j	C	D	B
7mw3	H	L	C
7mdj	A	B	C
5ig7	G	H	I
5cus	J	N	C
3eob	H	L	I
4ffw	D	C	B
7mly	H	I	C
4kxz	Q	P	D
3nid	H	L	A | D
6ug8	H	L	H
3sge	J	I	M
6nf5	G	I	D
7pnq	D	F	B
6xbk	S	s	A | B
5ovw	I		B
1sy6	H	L	A
5xmh	H	L	A
5tkj	J	K	L
4ut6	I	M	B
3etb	I	i	M
6rlo	C	D	J
1xct	D	C	Q | M
4xvt	H	L	G
5m14	C		A
6mb3	H	L	E
7pc0	F		C | B
4yhi	A	B	A
2ddq	H	L	L
7lo7	H	L	Z
6uye	G	J	A
2kh2	B	b	A
6z7y	B	A	H | G
5wth	E	D	B
5mhr	P	O	E
6wir	A	B	C
5drz	B	A	Q
3ifp	E	F	S
5usf	D		A
5bzw	B	A	B
5myk	B	A	C
3whe	O	P	B
2ntf	H	L	H
4xgz	C	D	c
4rau	B	A	C
7ew5	Q	R	b
7mzk	H	L	A
7eo4	E	e	B | C
7oh1	E	D	A
7zwf	B	b	A
7qbg	E		C | B
6m38	H	L	A
7czx	I	M	B
7vux	H	L	A
6x1v	H	L	D
2h2p	E	F	B
3ra7	H	L	L
7njz	H	L	C
7rbt	E	e	A
5cws	H	G	K | I | J | L
6wo5	C	D	F
6bf4	B	C	A
7k43	C	D	B
4f15	K	L	J
4dn4	H	L	M
1kxt	B		A
4fqr	w	x	W
5ip4	A		E
7ps0	H	L	E
7ly9	B	C	G
5h30	I	M	C
5f93	H		G
6cf2	A	B	F | G
6gkd	G		F
6x9r	H	L	A | B
2zcl	H	L	P
6nc2	P	U	J | D
5toj	F		C
6o3c	B		A
7n9v	B		C
4yhp	H	L	P
7lex	R	P	J
7jkt	H	L	G
5ebl	A	B	C
4mqx	E	F	B
7cfn	N		A | B
7xod	X	Y	A
5csz	H	L	D
7amr	H	L	B
7aqx	C		A
6ur5	A	B	C
6ucf	H	L	A
5ebw	A	B	C
7c88	A	B	C
7cu4	D	E	F
4lkx	A	B	R
6njn	I	i	A
4mhj	K	J	G
2kh2	B	b	A
6db5	H	L	P
7nx7	H	L	E
4f9l	d	D	A
1mel	A		L
4p2c	H		C
2bse	F		C
7m8l	N	Q	E
7lk4	F	E	P
7r24	E		A
3j8w	F	J	D
5u7o	H	L	G
7mhx	A	B	C
5uk4	r		R
6dzm	J	L	F | C
3uc0	I	M	B
6um7	J	K	A
1u8p	B	A	C
3oau	H	L	H
7zfa	M	N	D
5c0s	H	L	A
4i13	B		A
3iu3	A	B	K
1kxq	G		B
4p3c	H	L	M
4khx	H	L	A
6obe	B		A
5npi	A	a	D
7mdu	H	L	A
5vjq	C	D	J
7ej4	J	N	C
7dk2	D	E	F
6oq5	F		A
7pg8	I	G	K
6cde	m	n	c
3j5m	H	G	E
6wty	H	I	G
6zdg	B	C	A
4rau	K	J	L
7nd7	H	L	A
3oay	H	L	H
7cws	P	M	R
7mtb	H	L	G
1ngw	B	A	B
4m5z	H	L	A
1jps	H	L	T
4uao	C	B	A
7e8c	M	J	A
7ps2	H	L	G
1lk3	I	M	B
7ew5	g	j	Y
7zfe	M	N	C
7p5w	L		F
2dqi	H	L	Y
4hj0	C	D	B
3ejz	C	D	A
4f3f	B	A	C
2h2s	E	F	B
3csy	E	F	L | K
5nh3	I	M	B
3fku	U	u	H | G
7e9g	D	d	A | B
7v9l	N		A | Y | B
2z92	A	B	A
7ndc	H	L	B
6rcv	J	I	F
7zfa	H	L	A
5e5m	D		C
5cp3	H	A	A
7b2q	D		C | B
4hg4	P	Q	D | a
6mvl	H	L	A
4x7f	D		B
6ev2	A	B	A
5k9q	U	V	P | Q
5y9f	P	O	C
7bud	G	I	B
4krm	F		E
7czu	H	K	A
6z3p	H	L	C | A | B
4zs6	C	D	B
3rif	H	L	A
2ok0	H	L	D
7sc1	P	Q	C
6oz6	H		D
1u8h	B	A	C
7akd	H	L	B
1n7m	L	H	L
3ogo	G		B
4z5r	W	V	F
6bae	B	A	C | E
7f58	N		A | B
6bit	J	L	G
3stz	A	B	C
7tet	H	L	B | A
6jfi	H	L	E
5yd4	A	a	B
5kov	C	c	A
2qr0	R	Q	P
7zfb	N		F
7ri1	B		A
6pxh	C	D	A
5jym	D	d	C
7cec	H	I	B
6w41	H	L	C
3oke	B	A	B
6ldy	A	B	C
7a29	D		A
3stl	A	B	C
6dc5	H	I	G
3so3	C	B	A
2otw	B	A	E
4om0	H	L	G
5uk4	b		B
5mvz	H	L	U
5bo1	I	M	A
4om1	H	L	G
5kaq	F	G	C
4n8c	H	L	X
6me1	A	B	F
5u8q	H	L	A
1ic5	H	L	Y
5vl2	B		B
2kh2	B	b	A
6urh	H	L	C
7kfh	G	J	A
6ye3	D	E	F
7fjo	H	L	A
7z1e	F		E
6n8d	D	B	A
7lf0	F	H	C
6xw4	D		B
6mtn	H	L	G
3qum	B	A	P
1g7i	B	A	C
1dbb	H	L	H
6h71	D		B
3o2w	H	L	L
6ni3	N		A | B | G
7a3t	H	L	A
1ezv	X	Y	E
7k93	K	k	D
4jre	H	L	D
7cn2	G	g	E
7fei	H	L	2 | 1
7l7r	B	A	G
1u8l	B	A	C
6w1c	J	N	G
6mph	1	2	6
7q9i	E	F	B
6i9i	H	L	D
6udk	M	N	R
7syz	H	L	A
7e5s	U	Q	B
2h1p	H	L	P
1ifh	H	L	P
5nbw	H	L	L
2fed	C	D	A
7aqx	D		B
6c5k	H	L	H
6be3	H	L	H
7vbi	N		A | B
7aqz	D		A
7oaq	A		E
4wfe	G	F	B
6vi4	C		B
6yye	C	c	A
5f7l	B		A
7ejz	H	L	R
6ldy	H	L	M
6zdh	D	F	B
6p3s	S	T	U
6lxj	M	N	D
6bli	D	E	F
7dpm	A	B	C
6frj	H	h	B
2kh2	B	b	A
4jhw	H	L	F
3ks0	H	L	B
5uk1	I	i	E
7dce	H	L	B | X
6tnp	D	C	D
6wty	K	L	J
5w23	H	L	C
6rcu	E	D	A
6x96	J	K	G
4yqx	H	L	A
5fb8	B	A	C
7cfm	N		A | B | G
6svl	O	P	R
6n1w	M	N	c
5y9j	H	L	A
6wzk	A	B	E
6a77	H	L	A
7ter	H	L	B | A
2htl	C	D	A
6vvu	J	K	B
4mwf	A	B	D
7ley	D	E	A
5bjz	D	H	B
7si2	G	F	C
6ywc	A	B	C
5dmi	H	L	A
7t5f	F		D
7r8b	C	D	B | A
6xlq	E	F	D
4yga	B		A
6cm3	O	N	E
7pi3	T	U	O
7k8s	H	L	A
6vi0	E	D	C
7cws	E	D	Q
4m8q	A	B	S
6x3z	J	I	B
7wu3	N		A | B
6xkq	H	L	A
5ggv	H	L	Y
6mqm	D	E	F
2vh5	H	L	R
7ams	H	L	B
5xez	H	L	B
6qtl	B		H
4kxz	N	M	E
6p95	D	E	a | A
7la4	H	L	A
7chz	H	L	I
6n1w	Q	R	c
7zfe	X		B
7ws0	G	F	B
6h06	E	F	J
4cad	K	J	L
7dm1	D	C	A
7ksg	D		A
7r98	E		B
5e1a	A	B	C
5l9d	H	L	L
1jhl	H	L	A
7dzy	O	P	A
4yzf	G	H	B
7nxa	A	B	E
4cmh	B	C	A
6w0e	A	B	C
3h3b	d	D	B
5lsp	H	L	A
1ynl	H	L	L
3g04	B	A	C
7ue9	H	L	C
7swd	J	K	A | C
6ni2	H	L	B
7te1	C	F	E
2znx	A	a	Y
7s6k	F	G	E
5mub	I	J	K
5van	B		A
5vm0	B		B
6u8k	F	G	C
7l57	H	L	B
4z7o	H	L	A | D
6y9b	J	N	B
6k68	C	D	E
7ns6	H		J
6mhg	B	O	E
7mta	H	L	G
1cly	H	L	H
7ksg	E		B
5fhc	H	L	K
6s8i	P	O	C
3ikc	B	A	B
6ni2	A		B | V
7k43	F	G	E
5o2u	D		C
4s1r	H	L	G
7t5f	B		A
5vcn	F	E	A
6e1k	D	C	B
6att	H	L	A
6dde	E	e	A | B
6mzj	H	L	A
6e5p	3	4	E
6usf	H	L	D
6ey6	K		C
5njd	T	S	G | F
7q9p	E	F	B
1q9w	D	C	C
7qn7	G		D
7khf	H	B	I
6xjq	H	L	A
4kka	C	D	A
6o41	B	A	N
7c01	H	L	A
6ssp	L		H | G | F | I | J
3sob	H	L	B
6pci	I	L	B
7jwp	K	L	V
6o3l	A	B	E
7cwt	I	J	C
5aaw	K	k	L
7kkl	E		C
3eoa	H	L	I
7eh5	E	P	B
7mdt	H	L	A
4q6i	H	L	C
6x07	B		A
3nps	B	C	A
7e9g	E		R
7l8p	E	F	C
7ndf	C		B
1s78	F	E	B
6fyu	I		H | G
6edu	L	M	D | I
5yd4	G	g	H
6b7z	E	F	B
7ter	M	N	D | C
7f35	F	E	E
4m1g	H	L	B | A
6qgy	B		A
5aum	A	B	D
6kyz	B	C	A
4hij	B	A	B
7jn5	H	L	F
7zxu	A		E
7qf1	C	B	A
6rnk	B		A
2vdo	H	L	A
6ssi	H		C
6mu3	H	L	H
5uk4	m		M
7oay	L		K
6by3	A	B	C
4xi5	D	C	B | A
7mzk	F	E	A
7nj3	F		A
5k9o	H	L	I
7zr7	D	E	A
5vj6	Q	R	C | F
5ukb	e		E
7wpe	X	Y	B
5dwu	H	L	A | B
3n85	H	L	A
3uaj	C	D	B
2ltq	C	B	A
5y9c	H	L	D | A | C | E
6snc	B	A	C
4xnz	H	L	G
3tv3	H	L	A
6nms	H	L	S
5d9q	D	d	G
7l06	H	L	U
7p6k	G		B
6x3v	J	I	B
5vl3	H	L	Q
5i5k	X	Y	A
7rdm	B	A	C
7mlu	N	O	D
7n9c	E		A
2nyy	D	C	A
6dca	J	N	R
7dk4	a	b	A
5cus	K	O	D
6m2r	H	L	A
7nik	F		A | B
7r23	C		A
3eo1	H	G	I
7pnm	I	E	C
1rzk	H	L	G
7zfb	M		E
7shy	C	D	A
7dk0	A	B	C
7amq	H	L	B
5boz	I		C
3jcc	C	B	A
1oax	J	N	J
6z3q	H	L	C | A | B
6pe9	H	L	V
7pi3	W	X	V
5m30	D		B
6bb4	I	M	Q
7c94	B	A	C
4ij3	C	B	A
6xjz	H	L	A
6uc6	C		A
4m3k	B		A
3mlw	H	L	P
7jwq	A	B	V
5kzp	F	J	C
6u36	H	L	B
2pw1	B	A	C
3mme	H	L	L
3qcu	H	L	H
4wgw	D		C
2kh2	B	b	A
7cz5	N		A | B
5cbe	C	D	F
3pnw	B	A	C
7a5s	H	L	A
6crk	H	h	A | B | G
4ubd	S	T	R | U
1kyo	J	K	E
7k8w	N	S	G
6wty	B	C	A
5u3k	A	B	C
6mwv	K	L	J
4iof	E	F	B
6jep	H	L	E
7mlu	H	I	C
5y0a	D	E	A
6pv8	H	I	A | B
2hkf	H	L	P
6de7	D	E	B
7dnh	H	L	E | A
5n88	A		D
5hi4	C	D	B
7pqy	H	L	E
7mta	H	L	G
3dus	B	A	A
7fau	B		A
5kzp	H	L	A
4yc2	B	C	A
4rfo	H	L	G
6w03	H	L	G
5jqh	D		B
3fb8	A	B	C
5o8f	O		A | E
6cde	7	8	2
3cfk	P	O	O
2kh2	B	b	A
7kkh	B	A	B
7f0x	B	b	A
5hm1	A		D
1y18	D	C	D
6xgc	I	J	F | E
6sge	D		A
78	N	n	A | B
1bzq	K		D
5mv3	C	D	E
6lxk	J	K	C
5dyo	H	L	A
6dc5	B	C	A
7b18	H		C
7vuj	N		A | B
7o7f	H	F	A | B
3ifn	H	L	P
7xjh	N		A | B
7lf2	G	I	C
7e6u	B		A
5njd	N	M	K
7eh5	I	M	B
3o0r	H	L	B | C
1dzb	A	a	X
6erx	F	G	B
5xku	C	B	A
5a8h	F	E	A | B
1kn4	H	L	L
7kql	H	L	T
7p5v	G		A
4o5i	W	X	K
4z7n	E	F	C
7qn6	M		D
7kdm	C		B | A
4olu	H	L	G
6cdi	m	n	d
5w9p	D	E	B
6aru	C	B	A
5alb	H	L	L
5hgg	T		A
3v4v	H	L	B | A
7zfb	J	K	F
5f93	C		A
8dce	H	h	A
4lhj	B		A
6n1w	m	n	2
7a5r	I	M	B
6mph	Y	a	B
5hys	A	B	G
5tr1	I	M	B
7luc	N	O	C
5gir	A	B	D
7zf5	D	F	E
7shy	I	J	G
3cx5	U	V	P
6zxn	F		C
7zml	F		A
7qnw	A	B	E
6m87	H	G	G
5m63	H	L	L
6plk	H	L	E
6zlr	H	L	E
7cth	H	L	C | A
7k7y	C		B
5dqd	H	L	H
7phw	E	F	D
2htk	C	D	A
7e6u	D		C
7mdu	E	F	A | B
7pqg	B		A
4yr6	D	E	F
5n0a	H	L	A
6vms	E	e	A | B
6yla	H	L	E
3nid	E	F	C
7rg9	N		A
6gk4	E		D
4g80	G	H	I
5tq0	H	L	A | B
5viy	H	G	F
7k75	A	B	E
1mrf	H	L	L
2vis	B	A	C
7klw	B		A
6wpw	N		C | D | G
5f3h	E	F	L
5gxb	B		A
7x7o	H	L	B
5mv3	R	S	T
1zlw	M	K	M
4nm8	H	L	B | A
4aei	H	L	A
2y06	H	L	P
7rga	E		E
7kn4	M	N	B
3v4u	H	L	P
7k8s	O	P	B
1igj	D	C	D
7mn8	D	C	B
7sp6	B		A
7cx4	N		A | B
4wgw	B		A
4lde	B		A
1ob1	B	A	C
7jva	H	L	A
5mes	H	L	A
6xc7	C	D	A
5uk4	i		I
6ug9	A	B	A
5wko	K	L	W | T
5i73	B	C	A
1ic7	H	L	Y
5w4l	D	E	G
7eja	H	h	A | B
6w0j	A	B	C
6did	K	E	G | J
6n50	E		A
7lue	H	L	A
4ut9	J	N	D
7k5y	M	m	C | B | D
1ai1	H	L	P
6phf	A	B	G
6oro	D	E	B
6gwp	B		A
7wwm	I	M	B
6xdg	B	D	E
5ukb	d		D
7czd	A		B
4tul	H	L	I
1ncb	H	L	N
6p8n	B	D	A
6mwc	C	D	B
4tnw	I	O	D
7tm0	I	H	A
5u3j	H	L	A
7v69	S	s	A | C | B
7m7w	C	D	S
4pir	H		B
7l56	H	L	A
5e7f	B		H
5m2m	H		G
6cxl	H	L	H
2kh2	B	b	A
3qnz	B	A	C
6iut	H	L	A
6k5d	E	F	B
6p9y	N		A | B
4l5f	H	L	E
7fin	N		A | B | G
7m8l	H	K	B
6c5k	A	B	A
7mnn	K	M	B
2eks	B	A	C
6ruv	R		Y | X
7a4t	A		C | B
7lxz	H	J	A
5d1q	B	A	E
1afv	H	L	A
5npj	A	a	D
6ral	C		B
4tuo	A	B	B
3nfp	H	L	I
6p3s	M	N	O
7tcc	M	N	C
4jan	A	B	I
5ifj	D	E	F
4rx4	H	L	G
7euo	S	s	A | B
5o0w	H		D
7ls9	H	L	A
7keo	E	F	H | G
5fv2	A		X
7kfv	F	G	E
5u68	F	f	B
2vxs	K	O	C
3jcx	H	L	A
7zxg	B	C	A
7phq	N		B
5f45	H	L	A
7wuh	D	F	C
5o8f	L		B
7chf	A	B	R
7fig	N		A | B | G
5kqv	P	Q	F
6cuf	8	7	2
1y18	B	A	B
6c5w	E		A
7jw0	D	C	B
7cvt	E	F	B
5epm	A	B	C
6djp	C	D	A
7dk2	J	K	L
6obo	D		B
6p8d	A	B	C
4yjz	l	L	E
6vo0	H	L	A
5bv7	C	B	A
7k60	M	m	C | B | D
7kqh	H	L	B
2hmi	D	C	B
3uo1	H	L	P
3hzm	B	A	B
7m6e	D	C	E
3g5y	B	A	E
4lvn	C	B	A
7fae	H	L	A
7jwb	D		A | B
4o5i	S	T	G
4w2o	G		H
4yzf	E	F	A
5c8j	A	B	I
7e8c	D	E	C
3ixx	G	H	A
5vqm	D	C	B
7lvw	K		F
6mwv	O	P	N
7kyl	X	Y	Z
7pgb	R	S	T
6sne	H	L	P
6db7	I	M	Q
6ymq	A	a	G
6yxd	H	L	A
5d9q	F	E	A
6m87	J	I	J
7sr8	E	e	A | B
7k39	J	I	C | D
5mev	H	L	A
5w	H	L	B
1f90	H	L	E
4ki5	E	F	M
7d0d	H	L	A
2kh2	B	b	A
7r40	D	F	B
6ii8	J	K	E
7si0	I	J	G
5e5m	B		A
2r23	B	A	B
6v4o	A	B	I
5f93	F		E
4mhh	H	L	E
6v4o	D	E	W
7lxx	H	L	A
4z5r	Z	Y	X
5f21	B		A
7wuj	N		A
7kq7	H	L	B
5umi	A	B	C
4yho	H	L	H
6ju0	J	N	J
7tm0	N	O	A
1d6v	H	L	H
4o02	H	L	A
7n08	H	L	F
7nd5	H	L	B
7cho	H	L	E
5h37	K	L	B
7l2e	G	J	B
3dvn	H	L	V | U
7l0n	M	N	S
6vi1	B	A	N
1nc4	D	C	D
6uc6	D		B
6y90	C	D	B
5ye3	B	A	C
6k41	H	h	A | B
5l0q	C	B	A
7ahu	B	A	E | F
5tud	F	E	D
6mph	X	Z	A
7zmv	K		C
7mzg	H	L	A
5t6p	D	C	E
7rp0	A	B	C
4nco	L	K	I
7zfc	A	B	E
5tfw	H	L	O
5njg	E	F	A
4r4n	F	G	E
5c0r	H	L	A
1uwx	H	L	P
6dca	K	O	S
5ja9	A		C
4tnv	W	f	P
5y9f	R	Q	D
7jtr	H	h	G
7m6d	A	B	C
3gm0	a	A	A
7mw5	F	G	B
6xun	C	D	G
7cwt	L	H	A
7nfd	D	C	B
2jix	H	L	E
2r0z	H	L	Q
5v8l	J	N	A
3dur	B	A	A
2kh2	B	b	A
7kml	J	N	C
6um5	C	D	A
6mwx	G	H	F
4jzn	I	P	K
7pgb	X	Y	Z
7rxd	H	L	B
5ggs	C	D	Y
4d9r	H	L	A
5j9p	A	B	C
6aj7	H	L	C | B
7p7a	A		B
6vca	E	F	A
6xjw	C	D	B
6u51	A		D
1fj1	B	A	F
5dur	H	L	C
4lmq	E	I	F
6mpg	3	4	A
3hae	H	L	A | C
3ezj	B		A
6vbp	J	I	K
5xwd	H	D	A
7q0a	Y	Z	B
7bts	B		A
6itq	C		C
3vrl	H	L	C
7p77	H		E
1um4	H	L	H
7kfw	C	D	B
5t29	H	L	O
4kk8	E	F	B
4kkb	E	F	B
4zyp	N	O	B
4wfg	G	F	B
5w9m	B	C	A
6n1v	X	Z	A
1ind	H	L	H
3b2u	F	G	E
7kxk	H	L	A
6ozc	H	L	A
6oq6	D		A
6ul4	B		A
7lll	N		A | B
4dag	H	L	A
7lu9	l	k	f
3c09	H	L	D
4wgv	B		A
6vl8	E	F	E
6fxn	D	E	A
3nh7	K	O	D
5boz	G		A
7mxe	H	L	G | D
7lqv	H	L	A
2kh2	B	b	A
6wn1	E	F	D
7n9v	F		G
7p6k	I		F
3whe	9	0	L
3etb	F	f	J
4ydj	A	B	I
7tb8	J	K	C
7pgb	U	V	W
6mui	K	L	J
6ibb	B		A
2a6k	H	L	P
6hco	D	C	B
7olz	B		A
7mhz	O	P	A
4r3s	A	B	Q
7rbu	H	L	B
5mv4	I	J	K
6hx4	H	L	B
1tji	H	L	P
7wrv	U	V	C
7cak	I	H	C
4etq	H	L	C
1f4x	H	L	H
7neg	H	L	E
6c08	D	E	F
6ek2	H	h	A
7m6i	H	L	C | B
7luc	H	I	B
3k1k	C		A
6osy	5	6	2
7lex	F	H	C
7z1c	D		C
4yue	H	L	C
6n1v	Y	a	B
6pwc	H	L	A | R
4f2m	C	D	F
6qfa	K		B
4lvh	K	L	J
6k7o	F	G	R
6bf4	H	L	G
7e33	E	e	A | B
7tn0	C	D	S
6hjp	I	J	D | C
5tz2	H	L	C
6ieq	D	E	B
6hjp	K	L	F | E
2kh2	B	b	A
3whe	M	N	A
6muf	H	L	G
7d5z	P	O	M
3mac	H	L	A
5yoy	P	M	K
6nfj	B		A
7so7	H	L	A
5w9k	H	I	G
5wob	U	V	G
3h42	H	L	B | A
6ot0	H	L	A | B
2exw	C	D	A
4rrp	L	F	R
6x8q	H	L	P
3s36	H	L	X
1hez	D	C	E
6pt0	E	e	A | C | B
7epx	H	L	A
7l5j	Y	X	A
6qpg	M		A | B
7wic	S	s	A | B
7cw3	q	r	F | E
7a3o	H	L	A
1jgl	H	L	L
3u9p	H	L	D
3mlr	H	L	P
5eoc	J	M	Q
6icc	H	L	A
6e4x	Z	Y	B
5ujz	I	i	E
7dcc	D	H	E
6k5f	C	D	A
6xpz	B	C	A
7tca	H	L	B
7a4d	J		K
5jop	E	D	A
6raj	C		B
7mem	H	L	E
3mls	J	N	R
5ugy	I	M	C
1zv5	A		L
7chf	H	L	R
4gxu	M	N	A
7v6a	S	s	A | B
7ki1	N		A | B | G
5wob	S	T	F
7cmu	E	e	A | B
4xh2	A	B	a
6waq	C		D
7r4q	E		B
6qfa	N		E
6h06	H	L	I
6cxc	G	J	B | A
7cwt	N	K	B
7lez	R	P	N
7ws5	I	H	C
4xbg	H	L	H
5mhr	K	J	C
5o6v	H	L	B
6c5j	H	L	H
5yd4	E	e	F
3lzf	H	L	A
4mqx	C	D	A
5t3s	D	E	B
5mhe	H	L	H
5j75	B	b	b
3mls	I	M	Q
7cgw	A	B	C
4f9l	c	C	B
1ots	E	F	B
4rbp	M	K	M
5o1r	H	L	A
6y6c	C	c	B
6k7o	H	L	A
6t3j	C	D	E
7lxz	E	D	A
7t4s	H	I	D | B
7czp	J	N	C
6vn1	J	N	C
5hbt	D	C	B
3gjf	H	L	A | C
7m2h	A	B	C
6b0h	D	C	I
7nmu	C		A
4xp9	H	L	C
7uds	D	E	B | b
4ogx	H	L	A
4am0	C	D	T
5dhv	H	L	M
7u8m	H	L	B
2r9h	E	F	B
6lmk	N		A | B
7fae	h	g	C
6q0h	H	L	A
7mlu	L	M	A
6elu	K	L	J
1e4x	H	L	P
6pe8	H	L	T
6sf6	A	B	D
5k9q	H	L	B
5ggt	H	L	A
4mhj	H	L	A
5njd	V	U	A | J
7e5r	L	H	A
2dqd	H	L	Y
3whe	7	8	K
5thr	T	U	B
2exw	E	F	B
7wcr	a	b	A
4aei	I	M	B
5i8h	G	H	D
7cdj	H	L	E
6dfj	H	L	E
5dq9	A	B	A
6cw2	A	B	D | C
7cwu	N	G	B
7wee	H	L	E
7mjh	D		A
6pis	I	M	A
6p62	C	D	B
6vtt	H	L	G | F | E
6w09	K	O	G
6mqc	A	B	D
7my3	D		B
7e9p	H	L	B
2i9l	F	E	K
6cwd	B	b	D
6cmg	C	B	A
6n4b	S	s	A | B
1g7l	B	A	C
7ley	G	F	B
6n1w	5	6	C
7epu	A	a	B
7mzk	C	D	B
7c94	E	D	F
6hjy	I		D
7klc	H	L	A
2atk	A	B	C
7mwx	A	B	C
5cez	H	L	G
1v7n	K	O	Z
6z6v	H		E | F
7dc8	E	D	F
6oz6	F		B
6rpj	B		A
2hvk	A	B	C
4oly	H	L	G
4odx	H	B	X
6d0x	A	B	C
6i8g	B		A
6ww2	H	L	R
6olp	G	I	D | C | B
6a78	I	M	B
7nvo	N		E
5mv4	O	P	Q
2fx8	J	N	R
7x6o	J	L	H | F
6o26	A	B	C
3vga	C	B	A
7rso	I	K	D
6bzu	G	H	L
6pe9	E	F	U | I
6niu	I	J	A
7ew0	E	e	A | B
7pgb	m	n	l
6o3u	B	A	F
4g6a	C	D	B
7l02	M	K	A
7p5w	I		C
4nc1	E		A
7a3q	H	L	A
4onf	H	L	P
5u5m	B	A	C | E
3dro	B	A	P
6mhr	A	B	C
6qpg	N		D | E
2i60	H	L	G
6vep	O	P	Q
3mlu	H	L	P
5tr1	H	L	A
1ken	T	U	C | E
1u8j	B	A	C
1tpx	B	C	A
4f15	H	I	G
6myy	D	C	B
5mwn	N		A
3jbq	H	L	F
3ijh	B	A	B
7r8l	H	L	E
5xcu	D	E	F
7ocy	C		A | B
4uif	K	L	C
4c2i	H	L	C
7x2f	E		A | B | D
6sc6	B		A
6wo3	H	L	E
1yef	H	L	L
2znx	B	b	Z
7oan	F		A
3cfk	N	M	M
7qnb	N		E | D
2p44	B		A
7nd6	H	L	B
7mmo	A	B	C
7tpr	D		B
4krm	B		A
6cdp	A	B	C
6wfy	H	L	P
3fo9	H	L	H
1mlc	B	A	E
6ada	C	D	A
6yz7	D		A
6mhg	H	L	E
7te8	D		D
6o3b	G	E	H
5tqq	H	L	A
7cw3	o	p	N | M
6vmk	l	k	m
5gis	H	L	C
6zpl	F		A
7ew4	S	s	A | B
6p9h	H	L	A
1ngw	H	L	H
3wfh	A	B	B
3u9u	A	B	F
4u0r	B	C	A
2adf	H	L	A
6db8	H	L	R
7rlx	A	B	P
1bfv	H	L	H
6gwp	C		A
5iwl	A	a	D
6pec	H	L	A
6u51	C		B
6apd	J	L	C
6lfo	S	s	A | C | B
2ny1	D	C	A
5ujz	H	h	C
3ri5	I	O	D
5imm	B		A
1kno	D	C	D
5mp1	F	G	E
4wht	A	B	a
2kh2	B	b	A
4i0c	D		A
7ora	H	L	C
7uaq	H	L	A
7tb8	D	E	A
6mph	Q	R	C
1u8n	B	A	C
4yk4	C	B	A
5yy5	H	L	A
7n9e	D		A | B
7ws0	E	D	A
6i8s	G	K	C
5vl2	E		E
4i2x	D	C	F
4z9k	B		A
4s1s	H	L	G
4kk5	E	F	B
7lbe	H	G	A
7qne	G		A | E
4uil	H	L	H
7ks9	H	L	B
2ap2	D	C	Q
7a4d	I		L
4r9y	N	M	A | C
4fz8	H	L	H
6xsw	A	B	C
4kml	B		A
7m6h	E	G	A
7a29	E		B
5esv	H	L	G
3l5w	B	A	J
2hg5	A	B	C
3dv4	B	A	B
6pds	B	A	C
6qtl	F		E
5ywy	H	L	A
5w08	I	J	B
5viy	O	P	C | E
7mlv	L	M	A
4lou	C	D	A
5h30	K	L	B
7p2d	C		A
2ht3	C	D	A
7cws	N	K	O
5aaw	D	d	E
6cxg	H	L	A
6x98	F	E	C
2ipu	G	K	P
2kh2	B	b	A
5vjq	A	B	I
5c2u	B		A
6idi	M	N	F
7s3m	H	L	A
7nxa	H	L	E
3t2n	H	L	A
7f63	H	L	A
5nuz	H	L	D
6oe4	E	F	D
6k5i	E	F	B
6mub	M	K	M
7mjj	F	G	B
7jv4	F	G	C
6pzz	K	J	D
5vzy	H	L	A
7sfx	C	D	F
6urm	H	L	F
4pir	G		A
6qd8	H	L	F | E
6xjy	C	D	B
7me7	B		R
2jb6	B	A	B
7wuh	K	L	A
7shy	K	L	H
6zdg	H	L	E
3rjq	B		A
7po5	H	L	A
2x7l	G	I	M
6p60	A	B	E
7bq5	H	L	A
6ot1	J	K	E
2ht3	E	F	B
6xq0	B	C	A
5vke	A	B	C
7n0g	Z		C
3mug	D	C	C
6j5f	H	L	A
6osv	H	L	K
7r1z	C		A
5vod	H	L	C | E
1a6v	I	M	I
7jvr	E	e	A | C | B
6iec	J	K	I
4yo0	A	B	E
7lzp	H		D
2i9l	D	C	J
6eqc	F	f	C
5vob	H	L	D | B
6n5e	G	F	B
6x40	J	I	B
7ldj	G		C
6fy3	H	L	P
6uy3	A	a	a
2r1w	B	A	B
7c8v	A		B
7eh5	D	O	A
7eo2	E	e	B | C
5mp5	A	B	K
3jwo	H	L	A
5d9q	H	L	G
7ws3	I	H	C
7k39	L	K	E | F
7wro	H	L	R
4yhk	H	L	H
7mep	I	G	E
7ldj	H		D
6w0b	A	B	C
6vi1	E	D	M
7cw3	m	n	T | S
7t4q	J	K	A
6bpe	E	F	D
2otu	D	C	Q
7kjh	B		D
4ttd	C	D	B
4c2i	M	N	A
6x04	J		I
5dub	H	L	P
7l0l	G	J	E | C
7oay	B		A
1ub5	H	L	H
